data_instance,card,sol_status,obj_val,obj_bound,gap,time,num_open
IEEE118_P_95_1,45,OPTIMAL,1270.877597,1270.76608,8.77E-05,9.380905151,39
IEEE118_P_95_2,45,OPTIMAL,1198.59867,1197.867844,0.000609734,9.040815353,41
IEEE118_P_95_3,45,OPTIMAL,1287.38149,1287.265924,8.98E-05,5.235992432,39
IEEE118_P_95_4,45,OPTIMAL,1200.951507,1200.005029,0.000788107,4.902881622,39
IEEE118_P_100_1,45,TIME_LIMIT,1533.565257,1529.437045,0.002691905,600.0108128,43
IEEE118_P_100_2,45,OPTIMAL,1594.05576,1593.994496,3.84E-05,4.927816391,45
IEEE118_P_100_3,45,TIME_LIMIT,1599.069329,1597.084149,0.00124146,600.0068226,39.99999524
IEEE118_P_100_4,45,OPTIMAL,1679.815032,1678.342656,0.000876511,11.49524689,39
IEEE118_P_105_1,45,OPTIMAL,1864.185312,1862.552037,0.000876133,290.064003,37
IEEE118_P_105_2,45,OPTIMAL,1889.756008,1888.680709,0.000569015,3.442789078,42
IEEE118_P_105_3,45,OPTIMAL,1921.178988,1919.742814,0.000747548,11.11526299,42
IEEE118_P_105_4,45,OPTIMAL,1955.051887,1953.156631,0.000969415,30.7148304,39
IEEE118_P_110_1,45,OPTIMAL,2355.873256,2354.060125,0.000769622,2.985012054,37
IEEE118_P_110_2,45,OPTIMAL,2480.096098,2478.369628,0.00069613,28.76703835,35
IEEE118_P_110_3,45,OPTIMAL,2429.944478,2429.632995,0.000128185,5.648885727,33
IEEE118_P_110_4,45,OPTIMAL,2222.625322,2222.625322,0,9.986284256,41.00000747
IEEE118_P_95_5,45,OPTIMAL,1293.866132,1293.785889,6.20E-05,3.645738602,43
IEEE118_P_95_6,45,OPTIMAL,1290.207439,1290.098743,8.42E-05,2.376962662,45
IEEE118_P_95_7,45,OPTIMAL,1268.021695,1267.584882,0.000344484,11.10515022,39
IEEE118_P_95_8,45,OPTIMAL,1264.581893,1263.733418,0.000670954,9.45378685,38
IEEE118_P_95_9,45,OPTIMAL,1234.114492,1232.916824,0.000970468,7.504030228,37
IEEE118_P_95_10,45,TIME_LIMIT,1261.547347,1260.238915,0.001037164,600.0174046,36.00000427
IEEE118_P_95_11,45,OPTIMAL,1321.857392,1321.112553,0.000563479,3.448486328,43
IEEE118_P_95_12,45,OPTIMAL,1249.60557,1248.696739,0.000727294,18.88222885,33
IEEE118_P_95_13,45,TIME_LIMIT,1265.390952,1260.495197,0.003868967,600.0119209,36.99999502
IEEE118_P_95_14,45,OPTIMAL,1212.585857,1211.393902,0.000982986,8.619844437,40
IEEE118_P_95_15,45,OPTIMAL,1244.049535,1243.876405,0.000139166,3.469812393,41
IEEE118_P_95_16,45,TIME_LIMIT,1274.060491,1265.210853,0.006946011,600.0102425,33.00000335
IEEE118_P_95_17,45,TIME_LIMIT,1291.247237,1288.690341,0.001980175,600.0132847,39.00000082
IEEE118_P_95_18,45,OPTIMAL,1270.676408,1270.13872,0.000423151,3.329219818,40
IEEE118_P_95_19,45,OPTIMAL,1240.747363,1239.629197,0.000901203,3.819013596,38
IEEE118_P_95_20,45,OPTIMAL,1281.732018,1281.678257,4.19E-05,18.11413383,41
IEEE118_P_100_5,45,OPTIMAL,1451.259008,1449.887683,0.000944921,6.326141357,44
IEEE118_P_100_6,45,OPTIMAL,1497.684706,1497.354583,0.000220422,142.271204,44
IEEE118_P_100_7,45,OPTIMAL,1501.2457,1500.788553,0.000304512,4.61892128,39
