index,demand
1,98.02082456777102
2,58.54885437491728
3,20.661449760836323
4,0.0
5,362.64762702349645
6,124.76611543852137
7,0.0
8,64.50485287554744
9,100.7739275250402
10,159.9830485060596
11,85.41728805204642
12,0.0
13,61.669008396636144
14,175.38954440587756
15,133.95338485104796
16,0.0
17,601.3209705066522
19,0.0
20,637.2549009738065
21,77.6155320154047
22,86.76103281780811
23,22.71041492629955
24,0.0
25,49.35595376258327
26,29.667800938734832
27,69.04747796715277
33,57.4543870229874
34,0.0
35,0.0
36,0.0
37,93.22841097919182
38,158.68168732584533
39,0.0
40,47.12184222242228
41,87.14794002637971
42,0.0
43,41.695087717268464
44,208.21305741217617
45,0.0
46,0.0
47,63.28310617037863
48,42.7368884628941
49,96.73742756113256
51,-4.991768673087391
52,67.00731129121901
53,69.23683761141037
54,10.044489735508073
55,22.06513166028795
57,100.09664512683361
58,14.836131466125943
59,224.70477870574317
60,0.0
61,234.086776217149
62,0.0
63,75.11127267479915
64,0.0
69,0.0
70,61.60898319168061
71,125.09595332389733
72,60.17110357479629
73,236.5036222097916
74,0.0
76,223.18874274817162
77,76.74556643683724
78,0.0
79,52.29393153790579
80,28.64667121478058
81,0.0
84,39.486621194073635
85,0.0
86,0.0
87,0.0
88,0.0
89,45.24250851156977
90,66.35865320997577
91,18.381918333107468
92,16.898359129922557
94,62.560877151722835
97,43.66899519834293
98,72.00794558142113
99,83.55764939775307
100,0.0
102,77.64140098669318
103,34.34620216958858
104,8.608009564723233
105,50.25083090634077
107,4.812809196560661
108,123.17834068396708
109,33.618472147980306
110,68.076189514729
112,20.86093161077794
113,27.715569751317076
114,19.850499634749102
115,0.0
116,0.0
117,0.0
118,14.40669913301876
119,0.0
120,800.7975863156355
121,557.4745079598748
122,252.23449350892133
123,83.47635640984345
124,277.9404907332567
125,555.7940982949725
126,62.594874674689315
127,411.74496490184754
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,169.64260078454706
136,60.049798325616734
137,276.8305684658918
138,1037.5192418410918
139,594.7502942276993
140,427.07935925900284
141,156.4077915538168
142,58.597485129257066
143,90.42259335757409
144,0.0
145,25.865576033801528
146,0.0
147,0.0
148,65.9238015065039
149,0.0
150,0.0
151,0.0
152,18.460149692572966
153,0.0
154,70.38728281573685
155,203.04350417791122
156,75.55919084678719
157,133.19433762537466
158,0.0
159,35.18330424881427
160,0.0
161,35.633393014070165
162,89.68650822394174
163,0.0
164,0.0
165,0.0
166,0.0
167,311.87592428773905
168,0.0
169,0.0
170,530.0258259154534
171,779.3126408910923
172,27.397150388110084
173,164.32667728451176
174,0.0
175,179.71824687375144
176,5.302545445995186
177,29.071736621609183
178,431.0701645404454
179,75.13415509353591
180,69.66774573948958
181,80.64040328396868
182,248.27168903105127
183,43.37695115339522
184,136.67234908392797
185,0.0
186,63.19650653517696
187,62.0933799140335
188,189.63323828699342
189,7.186249006373746
190,0.0
191,516.5720805243908
192,876.5640094987086
193,0.0
194,0.0
195,0.0
196,10.651926263377879
197,44.79941152275325
198,67.40176548049375
199,37.71328126295804
200,27.325366481168533
201,41.95167582176079
202,41.03779606607811
203,42.9722958694876
204,73.42814033621912
205,0.0
206,12.18233925759566
207,-21.938489692955727
208,7.653443072377417
209,39.389424211969775
210,0.0
211,96.39378122593294
212,0.0
213,0.0
214,23.579487873509574
215,48.25151816537482
216,179.3281445826113
217,101.8355648942277
218,136.39570073439822
219,0.0
220,313.1505053990924
221,179.04200727465255
222,355.2190218824433
223,450.0291867220785
224,183.80782241951098
225,447.6474699510381
226,0.0
227,551.5436950545552
228,224.77704457376652
229,101.43669620295415
230,0.0
231,159.77640003393407
232,451.1211081465977
233,405.902051259409
234,626.7543368996378
235,278.2729814993484
236,0.0
237,0.0
238,263.1192991972082
239,0.0
240,0.0
241,0.0
242,0.0
243,7.9807118725836546
244,0.0
245,65.6887936045414
246,83.93895417083576
247,64.03102916282323
248,30.446569486052844
249,30.850415651018416
250,-23.0499649366167
281,-33.845061684166964
319,118.60790642244893
320,2.575435107649948
322,2.4225023735720206
323,-15.264191793010594
324,26.21594115495284
526,157.94461645563317
528,30.282307310444846
531,15.054612605221427
552,-11.944435209876422
562,51.74906960735146
609,31.390138014057253
664,-120.1854976320652
1190,103.47941274587475
1200,-106.65432522836133
1201,0.0
2040,0.0
7001,0.0
7002,0.0
7003,0.0
7011,0.0
7012,0.0
7017,0.0
7023,0.0
7024,0.0
7039,0.0
7044,0.0
7049,0.0
7055,0.0
7057,0.0
7061,0.0
7062,0.0
7071,0.0
7130,0.0
7139,0.0
7166,0.0
9001,0.0
9002,4.55917557496457
9003,2.982349024875399
9004,0.9094567514970445
9005,0.0
9006,0.0
9007,0.0
9012,0.0
9021,5.128842962601669
9022,1.618836519198426
9023,0.0
9024,1.402609963663315
9025,0.4572762648494689
9026,0.4594164179195053
9031,1.8431183018678527
9032,1.5148391041163198
9033,1.9856949360381444
9034,1.6812078136319089
9035,1.712103402857761
9036,3.312778004524229
9037,1.9062847341847697
9038,2.7361232326077745
9041,1.0145142955795095
9042,0.8292807378916502
9043,1.7538473453442025
9044,0.0
9051,36.022289893992166
9052,32.460179706238954
9053,28.343983666047993
9054,0.0
9055,0.0
9071,1.032388400838123
9072,1.0315754464097613
9121,4.096487344861762
9533,1.2734027528003644
