index,demand
1,52.80920519661327
2,20.190668009642177
3,37.29367818116944
4,38.8748476180521
5,0.0
6,53.56044420613793
7,19.04764739337934
8,28.082245731604818
9,0.0
10,0.0
11,69.04844965105269
12,45.713794076044614
13,33.03062743249625
14,13.748405528072857
15,93.5867589752203
16,25.655084935002165
17,11.397558964471962
18,58.139067979112696
19,47.21697008519962
20,17.37112360956147
21,13.651071343922784
22,9.59391333676337
23,6.957317097603857
24,12.363987531604913
25,0.0
26,0.0
27,67.9152437940419
28,17.69387958666741
29,24.989584807530683
30,0.0
31,44.103328441985745
32,61.64876846173443
33,22.241133521436783
34,59.618454957385154
35,34.11942153633664
36,31.074435484655854
37,0.0
38,0.0
39,27.27898593146199
40,65.95154574904923
41,36.08161418909588
42,98.67526489624672
43,18.186550075441797
44,15.780212184744615
45,54.250547195178704
46,27.84644299673509
47,35.125198909361956
48,19.092572651504888
49,91.1829630333667
50,16.797968673965993
51,17.743891004032303
52,17.78695427032457
53,22.556869343873093
54,113.15213838392245
55,62.75695161697344
56,84.77025654740906
57,12.160494225196683
58,12.16451902314551
59,266.59342119278176
60,77.43540226014106
61,0.0
62,77.09979695460875
63,0.0
64,0.0
65,0.0
66,37.2386830829847
67,27.04548843189148
68,0.0
69,0.0
70,67.88494466502165
71,0.0
72,11.595987147757127
73,6.236924076152049
74,66.45264894205592
75,49.265323442900915
76,66.36582426319248
77,62.03881700582278
78,70.89667324433888
79,40.758207385692444
80,129.0562865431722
81,0.0
82,56.304943072516984
83,20.741670574608648
84,10.992746342952124
85,24.194390921902517
86,21.667329630687703
87,0.0
88,47.26348418580466
89,0.0
90,450.513587339506
91,10.296070013868457
92,63.74929806520145
93,12.513219083226087
94,31.00249271184245
95,41.41993941949279
96,38.76612560465374
97,14.777819887057063
98,33.16551949566764
99,43.83642628118762
100,37.64523584816027
101,22.988067720628
102,5.08179858467686
103,24.140460595522338
104,38.38400909869143
105,31.610036685099026
106,44.09564799593221
107,50.78279969181475
108,1.9103988506381009
109,8.178305116107442
110,39.77935054958644
111,0.0
112,70.60888041361694
113,6.17105858419204
114,8.261601220763316
115,21.874464953691472
116,189.58371381581992
117,20.94647882873081
118,31.52804625990439
