index,demand
1,48.57798089016023
2,19.446369975465288
3,40.20256826555823
4,38.00359523258153
5,0.0
6,51.073904266306194
7,19.867407801721317
8,27.030069526468537
9,0.0
10,0.0
11,71.0204950429764
12,45.219207424932996
13,32.62527373861061
14,13.309210447518247
15,86.30903424278166
16,24.64082001114074
17,11.213779935535396
18,57.89563814665321
19,44.931607224405234
20,17.72820448891347
21,14.304741156087534
22,10.10990403697366
23,7.008544225961963
24,12.80543951840927
25,0.0
26,0.0
27,72.14905184903444
28,16.696605949466676
29,24.014110392583525
30,0.0
31,43.08282520957026
32,60.123715320884834
33,22.43689793417924
34,56.579811115923754
35,31.7412432311727
36,29.79683213291709
37,0.0
38,0.0
39,27.717791296270917
40,64.54941982613904
41,38.07370644265769
42,95.09275523361588
43,18.577154760507156
44,15.748082956672071
45,51.59779775767068
46,28.132748499262558
47,32.511216811017285
48,19.41177840738859
49,86.52138826932048
50,17.476516023764603
51,17.43557168292495
52,17.750865472479305
53,23.962243496977464
54,109.60141092766011
55,62.14056662042945
56,87.84541743080707
57,11.64349807663611
58,12.247124208126479
59,284.2242849898436
60,81.70592684124883
61,0.0
62,80.65913130366695
63,0.0
64,0.0
65,0.0
66,39.61457906737495
67,27.084023218815958
68,0.0
69,0.0
70,66.11904869496718
71,0.0
72,12.499928611413447
73,5.75990453482117
74,69.65386547331329
75,47.16979950012571
76,68.76737907446697
77,63.8388441626367
78,70.84939394710004
79,38.83477577853735
80,129.13842263341584
81,0.0
82,56.14175137536639
83,20.598944734180886
84,10.685152552357103
85,22.87741587019417
86,20.615374198236857
87,0.0
88,48.48344897376727
89,0.0
90,435.1414879020903
91,10.361023660035718
92,63.060614763004
93,12.115463768350642
94,29.202756984982255
95,43.939161914336474
96,38.15094420105787
97,14.887886692068381
98,35.37707815556322
99,41.71198580341386
100,35.210947869720684
101,21.580885089057148
102,5.000367395367926
103,24.078931507994447
104,37.24083490259823
105,31.7913163170382
106,43.59109400606741
107,48.13967089573771
108,1.9825903811646957
109,8.223824457926028
110,39.90933281316595
111,0.0
112,70.83520538769623
113,6.226567112966567
114,8.137096114857325
115,22.821240321107613
116,191.84810796171675
117,20.345226162238372
118,34.11448054211033
