index,demand
1,48.46219016571144
2,19.91684909981072
3,36.44486650398185
4,36.82834627340716
5,0.0
6,46.96253070535673
7,18.16261930686015
8,27.37085034240588
9,0.0
10,0.0
11,65.23873855336527
12,45.691425692292064
13,31.51003989512464
14,13.33839890868832
15,87.75010882706606
16,24.04768116537011
17,10.239058543057254
18,57.46676413023866
19,42.562775909062545
20,17.441571075801146
21,13.818409893053493
22,9.355588114097582
23,6.790645571886939
24,12.222674320943646
25,0.0
26,0.0
27,66.36196834077896
28,16.282156747340597
29,23.2144277324314
30,0.0
31,39.447543865597325
32,55.75332941774271
33,20.773520819059694
34,55.356804909076764
35,32.74430183000595
36,30.071493537189433
37,0.0
38,0.0
39,25.948295092561334
40,59.96261261224537
41,35.733840465656
42,90.25653565463658
43,16.582843256134478
44,15.414418764356702
45,50.0092890806869
46,25.300756567807614
47,31.536149342339712
48,18.093384581475952
49,86.30971590841773
50,15.656373595960808
51,16.476117913438532
52,16.42708563386188
53,22.902376125333646
54,104.15704029991772
55,60.67065246852507
56,80.18429715962661
57,11.53222574372863
58,11.150928322031902
59,250.49484828343458
60,73.7696171485981
61,0.0
62,70.07097765798197
63,0.0
64,0.0
65,0.0
66,37.94541490170753
67,26.131690476396788
68,0.0
69,0.0
70,61.17899587902713
71,0.0
72,10.993905433690108
73,5.74071127867763
74,66.18937375851803
75,44.09982838951222
76,65.8251492938809
77,58.8738176227948
78,70.67162074161621
79,35.222008921671765
80,117.87315195506916
81,0.0
82,51.68615254910913
83,18.702905887270518
84,10.555064378172235
85,23.604447364927616
86,20.523988601275235
87,0.0
88,44.33179984726754
89,0.0
90,428.19725969922285
91,9.60670339689061
92,59.31801521564273
93,11.08759819219985
94,29.042368855459287
95,40.50246733044091
96,35.576487457834794
97,13.690863124681906
98,32.923633515457524
99,40.72200226134469
100,34.264726303859625
101,20.27479031854517
102,4.659678933100848
103,22.726480223812853
104,35.856087656716426
105,28.835789487289652
106,41.031058223330184
107,45.847223622067226
108,1.9026673627866504
109,7.969242875590017
110,37.1947758895263
111,0.0
112,63.15547778565017
113,5.749190542616331
114,7.2953738669882515
115,19.892232377576452
116,166.10458074290713
117,19.780513964521667
118,30.054608010165524
