index,demand
1,47.63489614028597
2,19.939127943833633
3,37.98646704710514
4,38.47552562810811
5,0.0
6,47.849110990328455
7,17.33165970183159
8,26.278018066093196
9,0.0
10,0.0
11,63.89860331365384
12,45.575824471147634
13,32.21969986581197
14,13.767768966459963
15,89.04160724912394
16,23.15563815653408
17,10.917710035319965
18,58.852342862485855
19,42.822229648941516
20,17.538207679715168
21,13.823790194172652
22,9.293197046111526
23,6.499505080969255
24,12.568783126312518
25,0.0
26,0.0
27,64.83338079126969
28,15.532665046054145
29,21.845728392954545
30,0.0
31,42.394332450339164
32,56.26034245485511
33,22.45087737315986
34,55.65363491173475
35,29.842979769232123
36,28.230342516381047
37,0.0
38,0.0
39,26.054298079310012
40,60.680442042215525
41,35.61081357657518
42,87.44054430859424
43,17.73449180191791
44,15.618707198093425
45,51.274004528953306
46,26.077656963335006
47,33.546340018591174
48,18.71135927537805
49,85.36154339912946
50,16.627454443517642
51,15.58319226140817
52,16.348784901325757
53,21.562384792925634
54,102.36262183111467
55,61.964712985889065
56,79.77842641284273
57,11.557374381561997
58,11.819347243151212
59,263.5603800746388
60,72.01336984095964
61,0.0
62,70.00735310528209
63,0.0
64,0.0
65,0.0
66,37.83720487586809
67,26.06038314796355
68,0.0
69,0.0
70,61.620295470068925
71,0.0
72,11.8451549390619
73,5.747519841841689
74,64.86398383818175
75,43.3811021097014
76,64.1689656299119
77,58.98759369211816
78,67.27218520603239
79,36.02592881238923
80,118.14818093889764
81,0.0
82,51.174619162418885
83,18.250104525803984
84,10.02550771615123
85,23.72120773997871
86,19.7638060608132
87,0.0
88,43.6396916084384
89,0.0
90,404.70656330739496
91,9.794608559756918
92,61.420976015365966
93,11.423797836929186
94,27.890729736788998
95,39.27073326810739
96,36.46950732648859
97,13.79849404500809
98,31.12878605177536
99,41.591317639318376
100,35.40392080790824
101,20.096530846573966
102,4.607156579184149
103,21.16886514688152
104,34.673682545923356
105,29.064115757006217
106,42.768201307461524
107,47.85138084753113
108,1.8710713556696623
109,7.488730714859414
110,38.51489601309411
111,0.0
112,62.49513069875712
113,5.738288120115894
114,7.488909462748754
115,19.921579747087733
116,166.24807634325413
117,19.05135828287998
118,32.643419225166646
