x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
393.5361661845403,393.4949172060071,393.4814728912368,393.47682118683974,393.5365714203426,393.5357609487369,393.51614954897775,393.5697326974913,393.4547783722628,393.44325467388876,393.476010715234,393.47833656743194,393.54233326952965,393.5280784831547,393.51422893258206,393.5014895267994,393.5431437411359,393.5388972725417,393.54850035451955,393.5234267787581,393.5053307595907,393.46367654525363,393.5527468231143,393.44709590668015,393.4362771172936,393.5191803101629,393.48561379721235,393.4895605926229,393.4470959066796,393.47176424663974
924.1788906051974,924.2279559037797,924.5961187345871,924.4147856851821,924.3221518200154,924.0356293903794,924.4183150767154,924.3402040670755,923.9379040826105,924.2534722233014,924.1282632555451,924.2189297802489,924.164367749668,924.2460081508411,924.4709097668308,924.3566942630692,924.4508901793039,924.412818344718,924.149844894141,924.064675101437,924.2515048828386,924.1573089666027,924.1879167287269,924.148282843072,923.9814726491938,924.0266032668487,923.8652898049683,924.5290011889449,924.1482828430708,924.0901914209579
637.0311412260946,637.162860414503,637.3727660028499,637.2990215812312,637.0979999495258,636.9642825026652,637.1972889054447,637.0193680881711,637.1308756434282,637.310794719155,637.1653041343707,637.20217634518,637.0080404116628,637.0842285531484,637.2272754180649,637.2066183235007,637.1417578585234,637.1348721603351,636.9849395972302,637.0104841315306,637.1466452982588,637.2115057632351,636.9918252954177,637.250821693912,637.2001780867262,637.0035984333414,637.0153715712659,637.3196786757962,637.2508216939129,637.1584184361824
387.92664747168504,387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168556,387.92664747168504,387.92664747168504,387.92664747168504,387.92664747168556,387.92664747168504,387.92664747168556,387.92664747168504,387.92664747168504,387.92664747168556,387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168504,387.92664747168556
245.8477654105304,245.8477654105307,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105307,245.84776541053103,245.8477654105307,245.8477654105304,245.8477654105307,245.8477654105304,245.8477654105304,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105304,245.8477654105304,245.8477654105307,245.8477654105307
5189.471784285653,5188.753357401573,5188.573750680553,5188.843160762076,5188.6635540410625,5189.112570843613,5189.202374204123,5189.56158764616,5189.471784285653,5188.843160762076,5188.6635540410625,5189.292177564626,5188.483947320043,5188.932964122592,5188.483947320043,5188.573750680553,5188.932964122592,5188.932964122586,5188.84316076209,5189.830997727693,5189.561587646163,5189.202374204123,5188.6635540410625,5188.573750680553,5188.483947320043,5189.651391006673,5189.830997727693,5189.471784285653,5188.573750680546,5189.022767483102
578.2526733180487,578.2437649654497,578.2415378773,578.2448785095246,578.2426514213748,578.2482191417492,578.2493326858241,578.2537868621237,578.2526733180487,578.2448785095246,578.2426514213748,578.250446229899,578.2404243332251,578.2459920535995,578.2404243332251,578.2415378773,578.2459920535995,578.2459920535995,578.2448785095246,578.2571274943482,578.2537868621237,578.2493326858241,578.2426514213755,578.2415378773007,578.2404243332251,578.2549004061985,578.2571274943482,578.2526733180487,578.2415378773,578.2471055976737
767.5176730294489,767.5176730294498,767.5176730294494,767.5176730294492,767.51767302945,767.5176730294492,767.5176730294496,767.5176730294493,767.5176730294498,767.517673029449,767.5176730294494,767.5176730294498,767.5176730294485,767.517673029449,767.5176730294494,767.5176730294498,767.5176730294492,767.5176730294488,767.5176730294493,767.5176730294492,767.5176730294498,767.5176730294485,767.5176730294488,767.5176730294494,767.5176730294493,767.5176730294489,767.5176730294496,767.5176730294494,767.51767302945,767.5176730294492
585.3624451007007,585.3624451006999,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451006999,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451006999,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451006999,585.3624451007007,585.3624451006999
1992.340287054391,1992.340287054391,1992.3402870543914,1992.3402870543941,1992.340287054393,1992.3402870543932,1992.340287054394,1992.3402870543894,1992.3402870543916,1992.3402870543919,1992.3402870543914,1992.3402870543916,1992.3402870543907,1992.3402870543914,1992.3402870543907,1992.3402870543925,1992.3402870543925,1992.3402870543907,1992.3402870543903,1992.3402870543916,1992.3402870543914,1992.3402870543916,1992.3402870543923,1992.3402870543932,1992.3402870543925,1992.3402870543937,1992.3402870543903,1992.3402870543907,1992.3402870543919,1992.34028705439
1201.0001303241684,1201.0001303241695,1201.0001303241702,1201.0001303241681,1201.000130324169,1201.000130324169,1201.0001303241695,1201.0001303241693,1201.0001303241684,1201.00013032417,1201.0001303241702,1201.00013032417,1201.0001303241693,1201.0001303241695,1201.0001303241686,1201.0001303241709,1201.0001303241681,1201.000130324169,1201.000130324169,1201.0001303241693,1201.0001303241693,1201.0001303241686,1201.0001303241697,1201.0001303241686,1201.0001303241695,1201.0001303241693,1201.0001303241695,1201.0001303241693,1201.0001303241688,1201.0001303241693
3.257838359091975e101,1398.7561442525378,1398.7561442525378,1398.7561442525378,3.257838359091975e101,1398.7561442525378,1398.7561442525378,3.257838359091975e101,3.257838359091975e101,1398.7561442525378,1398.7561442525378,3.257838359091975e101,1398.7561442525378,3.257838359091975e101,1398.7561442525378,3.257838359091975e101,3.257838359091975e101,1398.7561442525378,3.257838359091975e101,1398.7561442525378,3.257838359091975e101,3.257838359091975e101,1398.7561442525378,1398.7561442525378,1398.7561442525378,3.257838359091975e101,3.257838359091975e101,1398.7561442525378,1398.7561442525378,3.257838359091975e101
