x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
399.4573860670926,399.4740191144171,399.5573700030569,399.5181900836256,399.4900229280959,399.4241735839383,399.51416528308437,399.4898829648774,399.4125834381505,399.4863958887193,399.4537506062175,399.47411540372775,399.453215598328,399.4738245626207,399.5260781495237,399.50221753094274,399.5181120958574,399.5101310115281,399.4490303977215,399.4326607061894,399.47802013198725,399.4620158051374,399.45725805541423,399.4621324550967,399.42528318993635,399.42436097711237,399.3911155021647,399.54180688168145,399.4621324550967,399.44557444597797
941.4035326443146,941.5299498006967,941.6253727676562,941.609434541589,941.4267183968785,941.3813063806463,941.5005650324713,941.3359541696041,941.6073385056217,941.6805252687184,941.5698119414546,941.5759889972568,941.3832338602552,941.4379787404703,941.5148261045359,941.5314353691779,941.4310600746873,941.4360793843434,941.3628560235741,941.4222202366211,941.5038567014168,941.6093855571563,941.3570967702025,941.6558836370434,941.6671043278632,941.4288477370843,941.5061329530092,941.5923988633805,941.6558836370434,941.5769028475678
647.9271589655485,647.9071224668187,647.9923017120419,647.9425768952109,647.9638131687717,647.8900423910881,647.9720416358997,647.9962405035113,647.8002398793928,647.8774999031045,647.8668999681684,647.8925440497668,647.9286498409048,647.9376293189484,647.9838843543318,647.9453101967335,648.0013304752484,647.9884368114672,647.9302381540972,647.8871694198647,647.9211287975064,647.8657604381781,647.9435369461438,647.8518715492388,647.7991879034627,647.8737401116521,647.80377427771,647.980765386842,647.8518715492388,647.8536650417485
387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168504,387.92664747168504,387.92664747168556,387.92664747168504,387.92664747168504,387.92664747168504,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168556,387.92664747168504,387.92664747168504,387.92664747168556
245.8477654105307,245.8477654105304,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105304,245.8477654105304,245.8477654105307,245.8477654105304,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105304,245.8477654105307,245.8477654105307,245.8477654105307,245.8477654105304,245.8477654105307,245.8477654105304,245.8477654105304,245.8477654105307
5222.698535870681,5222.341476986753,5222.252219028902,5222.3861069800805,5222.296847669698,5222.520001017911,5222.564633716524,5222.7431712748985,5222.698535870681,5222.386106980087,5222.296847669705,5222.609267091518,5222.207591064343,5222.430737649706,5222.207591064343,5222.252219028902,5222.4307376497,5222.430737649706,5222.3861069800805,5222.877081546324,5222.7431712748985,5222.564633716524,5222.296847669698,5222.252219028908,5222.207591064343,5222.787807355564,5222.877081546317,5222.698535870681,5222.252219028908,5222.475368995639
581.759208200083,581.7545394537118,581.7533721877146,581.7551230748011,581.753955824684,581.7568738904241,581.7574574797517,581.7597917576422,581.7592082000815,581.7551230748003,581.7539558246832,581.7580410611363,581.7527885428066,581.7557066879496,581.7527885428068,581.7533721877146,581.7557066879496,581.7557066879488,581.7551230747995,581.7615423826704,581.7597917576429,581.757457479751,581.7539558246832,581.7533721877146,581.7527885428068,581.7603753072606,581.7615423826704,581.7592082000815,581.7533721877139,581.7562902931572
767.5176730294488,767.5176730294488,767.5176730294498,767.5176730294488,767.5176730294488,767.5176730294488,767.5176730294498,767.5176730294498,767.5176730294488,767.5176730294498,767.5176730294488,767.5176730294488,767.5176730294488,767.5176730294488,767.5176730294498,767.5176730294488,767.5176730294488,767.5176730294488,767.5176730294488,767.5176730294488,767.5176730294498,767.5176730294488,767.5176730294488,767.5176730294498,767.5176730294488,767.5176730294488,767.5176730294498,767.5176730294498,767.5176730294488,767.5176730294488
585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451006991,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451006999,585.3624451006999,585.3624451007007,585.3624451006999,585.3624451007015,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451007007,585.3624451006999,585.3624451007007,585.3624451006999,585.3624451007007
1992.340287054393,1992.340287054393,1992.340287054393,1992.340287054393,1992.3402870543878,1992.3402870543903,1992.340287054393,1992.340287054393,1992.340287054393,1992.3402870543878,1992.340287054393,1992.340287054393,1992.3402870543903,1992.3402870543903,1992.340287054393,1992.340287054393,1992.3402870543878,1992.3402870543903,1992.3402870543903,1992.340287054393,1992.3402870543903,1992.3402870543903,1992.3402870543903,1992.3402870543903,1992.3402870543903,1992.3402870543955,1992.340287054393,1992.340287054393,1992.340287054393,1992.3402870543903
1201.0001303241697,1201.0001303241681,1201.0001303241697,1201.0001303241697,1201.0001303241681,1201.0001303241681,1201.0001303241697,1201.0001303241681,1201.0001303241681,1201.0001303241681,1201.0001303241697,1201.0001303241697,1201.0001303241697,1201.0001303241681,1201.0001303241697,1201.0001303241697,1201.0001303241681,1201.0001303241681,1201.0001303241697,1201.0001303241697,1201.0001303241697,1201.0001303241697,1201.0001303241697,1201.0001303241697,1201.0001303241681,1201.0001303241697,1201.0001303241697,1201.0001303241681,1201.0001303241681,1201.0001303241681
120.5656862697523,1398.7561442525378,1398.7561442525378,1398.7561442525378,1.8511265048872139,1398.7561442525378,1398.7561442525378,3.9903978113322207,495.61552193183417,1398.7561442525378,1398.7561442525378,1386.5008179026986,1398.7561442525378,226.78887594500918,1398.7561442525378,1.9403777986017217,19.35496241932693,1398.7561442525378,424.932468162195,1398.7561442525378,158.96323478151893,13.029604414286748,1398.7561442525378,1398.7561442525378,1398.7561442525378,2.270721772179327,3.3710720844035045,1398.7561442525378,1398.7561442525378,265.84555408957584
1568.8352826915323,1568.8352826915302,1568.8352826915302,1568.8352826915323,1568.8352826915302,1568.8352826915323,1568.8352826915302,1568.8352826915323,1568.8352826915323,1568.8352826915323,1568.8352826915302,1568.8352826915323,1568.8352826915323,1568.8352826915323,1568.8352826915323,1568.8352826915302,1568.8352826915323,1568.8352826915302,1568.8352826915302,1568.8352826915323,1568.8352826915302,1568.8352826915313,1568.8352826915302,1568.8352826915323,1568.8352826915323,1568.8352826915323,1568.8352826915323,1568.8352826915323,1568.8352826915323,1568.8352826915323
